2013-November-03_12_3,treat your brothers well despite their shortcomings that they have  just as you like for them to treat you  well  despite the shortcomings that you have  everyone that you see making a mistake or mishap should not fall from your sight  for surely you are most deserving of this yourself
2013-November-03_12_4,question  in recent days there has been a lot of slander against those who call people to islam  daa iyahs  and dividing them into groups and categories  what is your opinion on that  answer  praise be to allaah  allaah has enjoined justice and good treatment of others  and he has forbidden wrongdoing  hatred and enmity  allaah sent his prophet muhammad  peace and blessings of allaah be upon him  with the same message as he sent all the messengers  namely the call to tawheed and to worship of allaah alone  he commanded him to establish justice and forbade him to do the opposite  i e   to worship anything other than allaah  to cause division and to transgress against the rights of others  in these days it has become very common that people who claim to have knowledge and to be calling people to good slander many of their brothers among the well known daa iyahs  and they talk about the seekers of knowledge  daa iyahs and lecturers  they do that in secret in their own gatherings  but it may be recorded on tapes that are distributed among the people  and they may do it openly in public lectures in the mosques  this behaviour goes against the commands of allaah and his messenger in several ways     it is a transgression against the rights of the muslims  and against the elite of the people  namely the seekers of knowledge and daa iyahs who are striving to make the people aware and to teach them and correct their beliefs and practices  and to organize lessons and lectures  and to write beneficial books     it splits the muslims and causes division in their ranks  they are the most in need of unity and they need to keep away from division  discord and too much gossip amongst themselves  especially when the daa iyahs who are being slandered are from among the ahl al sunnah wa l jamaa ah who are well known for their opposition to bid ah  innovation  and myth  and for standing up against those who promote such things  and for exposing their plots and tricks  we see no benefit to be gained by such actions  except for the enemies who lie in wait for opportunities to harm the muslims  such as the kaafirs  hypocrites and followers of bid ah and misguidance     this action offers support and help for the self serving among the secularists  westernizers and other heretics who are well known for stirring up trouble among the daa iyahs and telling lies against them  and inciting people against them in their writings and recordings  it is contrary to islamic brotherhood for those who are too hasty to help their enemies against their brothers among the seekers of knowledge  daa iyahs and others     this spreads corrupts ideas in the hearts and minds of the common folk and elite  it spreads and propagates lies and false rumours  and causes a great deal of backbiting and slander  it leaves the door wide open to evil people who persist in spreading doubts and stirring up fitnah  and who are keen to cause harm to the believers by accusing them of things that they did not do     much of what is being said has no basis in reality  rather these are illusions which the shaytaan has made attractive to them  through which he has tempted them  allaah says  interpretation of the meaning    o you who believe  avoid much suspicion  indeed some suspicions are sins  and spy not  neither backbite one another      al hujuraat        the believer should interpret what his muslim brother says in the best possible way  one of the salaf said   never think of something that is said by your brother as being bad when you still find room for a good interpretation      whatever ijtihaad is produced by some scholars or seekers of knowledge  in areas where ijtihaad is permitted  the author of said ijtihaad cannot be blamed or rebuked for it  so long as he is qualified to engage in ijtihaad  if someone else has a different opinion  it is better for him to debate with him in a proper manner  striving to reach the truth via the shortest route and leaving no room for the insinuating whispers of the shaytaan or for him to cause trouble among the believers  if that is not possible  and someone thinks that he has no choice but to explain what is wrong with his ijtihaad  then he should choose the best wording and the most subtle way of explaining  and not resort to attacking  slandering or going to extremes in criticizing him  which may cause others to reject the truth or to turn away from it  he should also avoid criticizing specific people  casting aspersions upon their intentions or saying unnecessary or irrelevant things about them  in such cases the messenger  peace and blessings of allaah be upon him  would say   what is the matter with some people who say such and such      the advice i offer to these brothers who have fallen into the sin of slandering the daa iyahs is to repent to allaah for the things that they have written or said that may have corrupted the hearts of some youth and filled them with hatred and grudges  and kept them from seeking beneficial knowledge or from calling people to allaah by making them preoccupied with gossip and talking about this one and that one  and seeking out faults for which they could criticize people  and going to extremes in doing that  i also advise them to offer expiation for the things that they have done by writing and other means that they think they should not have done  and to remove from people s minds the wrong ideas they may have given them  they should focus on fruitful actions which will bring them closer to allaah and will be beneficial to people  and they should beware of being too hasty to accuse people of kufr  fisq and bid ah without any clear evidence or proof  the prophet  peace and blessings of allaah be upon him  said   whoever says to his brother  o kaafir   one of them will be deserving of that description    saheeh  agreed upon  it is prescribed for those who call others to the truth and for seekers of knowledge  if they are uncertain about something said by a scholar or anyone else  to refer to the prominent scholars and to ask them  so that they can explain the facts of the matter to them and remove the confusion and doubt from their minds  in accordance with the words of allaah in soorat al nisaa   interpretatiuon of the meaning    when there comes to them some matter touching  public  safety or fear  they make it known  among the people   if only they had referred it to the messenger or to those charged with authority among them  the proper investigators would have understood it from them  directly   had it not been for the grace and mercy of allaah upon you  you would have followed shaytaan  satan   save a few of you    al nisaa        and allaah is the one whom we ask to reform all the muslims and to unite their hearts in taqwa and to bring the scholars of the muslims and those who call to the truth together in doing that which pleases him and will benefit his slaves  may he unite them in following guidance and protect them against all the causes of division and dissent  may he support the truth through them and humiliate falsehood through them  for he is the one who is able to do that  may allaah bless our prophet muhammad and his family and companions  and those who follow his guidance until the day of resurrection   majmoo  fataawa wa maqaalaat mutanawwi ah li samaahat al shaykh  abd al   azeez ibn  abd allaah ibn baaz
2013-November-03_12_5,you should take to being unknown  for indeed this is the age to remain unknown  and take to remaining aloof  at a distance  and secluded  and associating little with the people  because when the people used to meet  some of them would benefit the others  but as for today  then that has gone  and in our view  salvation lies in abandoning them
2013-November-03_12_6,shaykh bin baaz says   fear allaah o musilms  and take hold of the hands of your women and prevent them from doing what allaah has forbidden  such as unveiling  showing off their adornment  exposing their features  and imitating the enemies of allaah  from the christians and those who follow them  and know that remaining silent with them  when they commit these evil deeds  is the same as participating with them in their sin and in receiving allaah s anger and punishment  may allaah protect you and us from the evil of that    fear allaah o musilms  and take hold of the hands of your women and prevent them from doing what allaah has forbidden  such as unveiling  showing off their adornment  exposing their features  and imitating the enemies of allaah  from the christians and those who follow them  and know that remaining silent with them  when they commit these evil deeds  is the same as participating with them in their sin and in receiving allaah s anger and punishment  may allaah protect you and us from the evil of that    taken from  the four essays on the obligation of veiling   pp
2013-November-03_12_7,ibn katheer said   they  the women of paradise  lower their gaze and avoid looking at men other than their husbands  so they do not think that there is anything in paradise that is more handsome than their husbands   they  the women of paradise  lower their gaze and avoid looking at men other than their husbands  so they do not think that there is anything in paradise that is more handsome than their husbands  this was stated by ibn  abbaas  qataadah   ataa` al khurasaanee and ibn zayd  it was also narrated that one of them will say to her husband   by allaah  i do not think that there is anything in paradise finer than you  or that there is anything in paradise dearer to me than you  praise be to allaah who has made me for you  and made you for me     it was also narrated that one of them will say to her husband   by allaah  i do not think that there is anything in paradise finer than you  or that there is anything in paradise dearer to me than you  praise be to allaah who has made me for you  and made you for me      tafseer ibn katheer
2013-November-03_12_8,ilal amam nasheed for amir abu bakr al baghdadi
2013-November-03_12_9,ajeebz   the story i wanted to narrate  there was a woman from pakistan  she stayed   complete years in solitary confinement in bagram prison among more than     men  she would go out to the bathroom  led by the disbelieving american kufar  placing their hands on one of her shoulders and the other hand     the story i wanted to narrate  there was a woman from pakistan  she stayed   complete years in solitary confinement in bagram prison among more than     men  she would go out to the bathroom  led by the disbelieving american kufar  placing their hands on one of her shoulders and the other hand
2013-November-04_11_13,sheikh ibn  uthaymin rhmh llh
2013-November-04_11_14,abumusaa  a syrian woman s phone call to shaykh abdullah bani ma  a syrian woman s phone call to shaykh abdullah bani ma
2013-November-05_11_10,
2013-November-05_11_11,mujibrahman   the invocation of any one of you is granted  by allah  as long as he does not show impatience by saying  i have invoked allah but my request has not been answered    sahih al bukhari  muslim   the invocation of any one of you is granted  by allah  as long as he does not show impatience by saying  i have invoked allah but my request has not been answered    sahih al bukhari  muslim
2013-November-05_11_12,abumusaa  how many nights have passed where we neglected qiyam al layl  and how many mornings have passed where we neglected qur an al fajr  how many nights have passed where we neglected qiyam al layl  and how many mornings have passed where we neglected qur an al fajr
2013-November-05_11_4,mujibrahman  i remember when i first started practicing at the age of     i used to think that every niqabi sister possessed the epitome of good character   piety   basically i thought they were perfect  but this view started to change when i discovered social media  where i found  some  sisters who wear    i remember when i first started practicing at the age of     i used to think that every niqabi sister possessed the epitome of good character   piety   basically i thought they were perfect  but this view started to change when i discovered social media  where i found  some  sisters who wear
2013-November-05_11_5,if the flesh of the ulama is poisonous to eat  by slandering   then the smell of a mujahid s flesh is lethal  stay away from it
2013-November-05_11_6,heartz unspoken  from the disasters of the murji ah and qusuriyyah  palace worshippers  is mixing the conditions between offensive   defensive jihad imam ibn qudamah al maqdisi lists   conditions when jihad is fard  ayn  they are     islam    maturity    soundness of mind    freedom    being male    conditions    from the disasters of the murji ah and qusuriyyah  palace worshippers  is mixing the conditions between offensive   defensive jihad imam ibn qudamah al maqdisi lists   conditions when jihad is fard  ayn  they are     islam    maturity    soundness of mind    freedom    being male    conditions
2013-November-05_11_7,heartz unspoken  expel the jews and christians from the arabian peninsula   sheikh saalih ibn al uthaymeen at tamimi  rahimahullah  expel the jews and christians from the arabian peninsula   sheikh saalih ibn al uthaymeen at tamimi  rahimahullah
2013-November-05_11_8,
2013-November-05_11_9,i ve learned sometimes you have to sacrifice what you really want   for the sake of allah  maybe at the end that s your reward and your biggest test    the more we hold on to things for our whims and desires the harder and more complicated they get on us  but if you release them for the sake of allah  who knows out of a reward allah may bring them back into your life
2013-November-06_10_10,
2013-November-06_10_11,when you sit in the darkness of the night between the hands of your master  then adopt the behaviour of the children  for indeed  the child when he seeks something from his father  and he is not given it  he cries over it
2013-November-06_10_12,every step that a mujaahid takes in the way of allah earns him the merit of     good deeds and the forgiveness of     sins
2013-November-06_10_13,a people do no abandon jihaad in the way of allah except that allah abandons them  leaving them to be humiliated
2013-November-06_10_14,so patiently persevere  for verily the promise of allah is true  nor let those shake thy firmness  who have  themselves  no certainty of faith
2013-November-06_10_15,
2013-November-06_10_7,
2013-November-06_10_8,if anybody today deserves excuses to be made for their errors and mistakes  without a doubt it is those who have abandoned the dunya for allah
2013-November-06_10_9,observing the major sin of a ruler and concealing it  while observing the minor sin of a scholar and exposing it do not come together except in a person of hawa  the truth is the scale for doing justice to the creation  not the other way around
2013-November-06_11_1,
2013-November-06_11_2,a sin causing submission is preferable in the sight of allah  than a good deed that causes pride
2013-November-06_11_3,abumusaa  my government are committing war crimes  as jewish people we know you can not kill the desire of people to be free  we have trapped the palestinian people in an open air prison for decades  we ve locked one and a half million people into a big ghetto and we treat them like animals   yonatan shapira   former captain in the israeli air force  my government are committing war crimes  as jewish people we know you can not kill the desire of people to be free  we have trapped the palestinian people in an open air prison for decades  we ve locked one and a half million people into a big ghetto and we treat them like animals   yonatan shapira   former captain in the israeli air force
2013-November-07_10_6,
2013-November-08_10_5,anonymous asked  are you khawarij  mujibrahman  ansarul tawheed deactivated      well  i don t make takfeer on sins  i believe the one that sins  as we all do  has only decreased in imaan  and he has not left the fold of islam  unless he makes istihlal on that sin  contrary to the khawarij who make takfeer on sins as they believe such an action negates iman in its entirety and the one that sins has ruled by by other than what allah has revealed  which according to the khawarij is kufr akbar on all accounts i don t believe in rebelling against the muslim ruler  i believe it is obligatory to obey him and to be patient under him if he is oppressive  as narrated an ijma by ibn taymiyyah and imam al barbahaaree  the muslim ruler must rule according to the revelation of allah  he must fulfil his duty in waging jihad against the disbelievers  and holding the sanctity of the shari ah  i do not believe the blood of the muslims are halal  i believe whoever becomes muslim  and testifies la illaha illalaha  then his blood  wealth  and property are protected  except in the   cases the prophet  sal allahu alayhi wasallam  said it is permissible to spill   in qisas  if he commits apostasy  and in the case of the fornicator   when the commit kufr or shirk akbar  and all the impediments to takfeer are removed  then they are not from the deen of islam and their blood has no sanctity  i do not believe any muslim should be killed unjustly  and to apply the hadd  punishment  on him if he has committed a crime within the shari ah  that is the role of the caliph and the judges to judge upon by the book of allah and the sunnah of his messenger  contrary to the khawarij  who would kill the muslims who would disagree with them and they would leave the mushrikeen  and i believe the mushrikeen and kuffar  their blood has no sanctity  unless it is protected by a treaty or a covenant  as the prophet  sal allahu alayhi wasallam  said  i have been sent to fight the people until they testify la illaha ilallah  and muhammad is his messenger  and they establish their salah  pay their zakah  then their blood and property will be free from me  except through islamic law  so the blood of the kaffir is only protected when he becomes a muslim  and while he is protected by a covenant treaty  i believe the muslims must have baraa   dissociation  from shirk and its people  but they should be made to live under the rule of islam and if they refuse they are to be fought  and the muslims must fight the mushrikeen until this deen belongs solely to allah  as commanded in his noble qur an  i am not harsh with the muslims and soft with the kuffar  rather i strive to be soft and understanding to my brothers of tawheed and the sunnah  and stern against the disbelievers  yet i am still nice to them when it comes to da wah  as that is how i am naturally  and how the muslim should be  he should not be harsh to the extent where there exists no justice  but neither should he be soft and allow himself to be humiliated in the face of the kuffar  so    am i a kharaji  you tell me   lol  if you believe i am  then by allah you either do not know the usool of the madhab of the khawarij  of you have been misinformed by the  ulama you take your deen from  in that case  anyone who thinks i m a kharaji should feel free to kill me if they see me around  as the hukm on the khawarij is that they should be killed  maybe it will be an early kind of martyrdom for me who knows  d ya  ni khawarij lool ansarul tawheed deactivated      well  i don t make takfeer on sins  i believe the one that sins  as we all do  has only decreased in imaan  and he has not left the fold of islam  unless he makes istihlal on that sin  contrary to the khawarij who make takfeer on sins as they believe such an action negates iman in its entirety and the one that sins has ruled by by other than what allah has revealed  which according to the khawarij is kufr akbar on all accounts i don t believe in rebelling against the muslim ruler  i believe it is obligatory to obey him and to be patient under him if he is oppressive  as narrated an ijma by ibn taymiyyah and imam al barbahaaree  the muslim ruler must rule according to the revelation of allah  he must fulfil his duty in waging jihad against the disbelievers  and holding the sanctity of the shari ah  i do not believe the blood of the muslims are halal  i believe whoever becomes muslim  and testifies la illaha illalaha  then his blood  wealth  and property are protected  except in the   cases the prophet  sal allahu alayhi wasallam  said it is permissible to spill   in qisas  if he commits apostasy  and in the case of the fornicator   when the commit kufr or shirk akbar  and all the impediments to takfeer are removed  then they are not from the deen of islam and their blood has no sanctity  i do not believe any muslim should be killed unjustly  and to apply the hadd  punishment  on him if he has committed a crime within the shari ah  that is the role of the caliph and the judges to judge upon by the book of allah and the sunnah of his messenger  contrary to the khawarij  who would kill the muslims who would disagree with them and they would leave the mushrikeen  and i believe the mushrikeen and kuffar  their blood has no sanctity  unless it is protected by a treaty or a covenant  as the prophet  sal allahu alayhi wasallam  said  i have been sent to fight the people until they testify la illaha ilallah  and muhammad is his messenger  and they establish their salah  pay their zakah  then their blood and property will be free from me  except through islamic law  so the blood of the kaffir is only protected when he becomes a muslim  and while he is protected by a covenant treaty  i believe the muslims must have baraa   dissociation  from shirk and its people  but they should be made to live under the rule of islam and if they refuse they are to be fought  and the muslims must fight the mushrikeen until this deen belongs solely to allah  as commanded in his noble qur an  i am not harsh with the muslims and soft with the kuffar  rather i strive to be soft and understanding to my brothers of tawheed and the sunnah  and stern against the disbelievers  yet i am still nice to them when it comes to da wah  as that is how i am naturally  and how the muslim should be  he should not be harsh to the extent where there exists no justice  but neither should he be soft and allow himself to be humiliated in the face of the kuffar  so    am i a kharaji  you tell me   lol  if you believe i am  then by allah you either do not know the usool of the madhab of the khawarij  of you have been misinformed by the  ulama you take your deen from  in that case  anyone who thinks i m a kharaji should feel free to kill me if they see me around  as the hukm on the khawarij is that they should be killed  maybe it will be an early kind of martyrdom for me who knows  d well  i don t make takfeer on sins  i believe the one that sins  as we all do  has only decreased in imaan  and he has not left the fold of islam  unless he makes istihlal on that sin  contrary to the khawarij who make takfeer on sins as they believe such an action negates iman in its entirety and the one that sins has ruled by by other than what allah has revealed  which according to the khawarij is kufr akbar on all accounts i don t believe in rebelling against the muslim ruler  i believe it is obligatory to obey him and to be patient under him if he is oppressive  as narrated an ijma by ibn taymiyyah and imam al barbahaaree  the muslim ruler must rule according to the revelation of allah  he must fulfil his duty in waging jihad against the disbelievers  and holding the sanctity of the shari ah  i do not believe the blood of the muslims are halal  i believe whoever becomes muslim  and testifies la illaha illalaha  then his blood  wealth  and property are protected  except in the   cases the prophet  sal allahu alayhi wasallam  said it is permissible to spill   in qisas  if he commits apostasy  and in the case of the fornicator   when the commit kufr or shirk akbar  and all the impediments to takfeer are removed  then they are not from the deen of islam and their blood has no sanctity  i do not believe any muslim should be killed unjustly  and to apply the hadd  punishment  on him if he has committed a crime within the shari ah  that is the role of the caliph and the judges to judge upon by the book of allah and the sunnah of his messenger  contrary to the khawarij  who would kill the muslims who would disagree with them and they would leave the mushrikeen  and i believe the mushrikeen and kuffar  their blood has no sanctity  unless it is protected by a treaty or a covenant  as the prophet  sal allahu alayhi wasallam  said  i have been sent to fight the people until they testify la illaha ilallah  and muhammad is his messenger  and they establish their salah  pay their zakah  then their blood and property will be free from me  except through islamic law  so the blood of the kaffir is only protected when he becomes a muslim  and while he is protected by a covenant treaty  i believe the muslims must have baraa   dissociation  from shirk and its people  but they should be made to live under the rule of islam and if they refuse they are to be fought  and the muslims must fight the mushrikeen until this deen belongs solely to allah  as commanded in his noble qur an  i am not harsh with the muslims and soft with the kuffar  rather i strive to be soft and understanding to my brothers of tawheed and the sunnah  and stern against the disbelievers  yet i am still nice to them when it comes to da wah  as that is how i am naturally  and how the muslim should be  he should not be harsh to the extent where there exists no justice  but neither should he be soft and allow himself to be humiliated in the face of the kuffar  so    am i a kharaji  you tell me   lol  if you believe i am  then by allah you either do not know the usool of the madhab of the khawarij  of you have been misinformed by the  ulama you take your deen from  in that case  anyone who thinks i m a kharaji should feel free to kill me if they see me around  as the hukm on the khawarij is that they should be killed  maybe it will be an early kind of martyrdom for me who knows  d ya  ni khawarij lool
2013-November-09_10_1,heartz unspoken  the book  sharh sharh mumati ala zaad al mustaqni  by sheikh saalih ibn al uthaymeen with a mujahid from jabhat al nusrah  in case no one knew  majority of the mujahideen  from isis  jn  to ansar ash shari ah in yemen are salafis in  aqidah  the only difference is between them and those who claim salafiyyah  is that the mujahidin take their manhaj as jihad as commanded in the qur an and the sunnah of the prophet  sal allahu alayhi wasallam   contrary to the latter who s claim is the manhaj of the salaf  but in reality is a movement protecting and defending the rulers and abolishing the jihad  while distorting the evidences to appease the tawagheet that gives them space to breathe  the mujahidin are ahlu sunnah wal jama ah  and they are closest to the  aqidah and the manhaj of the sahaba and those who preceded them in righteousness and goodness  as the prophet  sal allahu alayhi wasallam  said in the   sahihayn   there will never cease to be a group from my ummah fighting upon the truth until the last hour is established  note  majority of the mujahidin  who hold the aqidah of the salaf  waging jihad against the tawagheet and crusaders while upholding the pure tawheed  not those who deviated from jihad and the aqidah of ahlu sunnah like the group takfeer wal hijrah or some extreme takfeeri  those who would make takfeer recklessly  groups that came out in algeria the book  sharh sharh mumati ala zaad al mustaqni  by sheikh saalih ibn al uthaymeen with a mujahid from jabhat al nusrah  in case no one knew  majority of the mujahideen  from isis  jn  to ansar ash shari ah in yemen are salafis in  aqidah  the only difference is between them and those who claim salafiyyah  is that the mujahidin take their manhaj as jihad as commanded in the qur an and the sunnah of the prophet  sal allahu alayhi wasallam   contrary to the latter who s claim is the manhaj of the salaf  but in reality is a movement protecting and defending the rulers and abolishing the jihad  while distorting the evidences to appease the tawagheet that gives them space to breathe  the mujahidin are ahlu sunnah wal jama ah  and they are closest to the  aqidah and the manhaj of the sahaba and those who preceded them in righteousness and goodness  as the prophet  sal allahu alayhi wasallam  said in the   sahihayn   there will never cease to be a group from my ummah fighting upon the truth until the last hour is established  note  majority of the mujahidin  who hold the aqidah of the salaf  waging jihad against the tawagheet and crusaders while upholding the pure tawheed  not those who deviated from jihad and the aqidah of ahlu sunnah like the group takfeer wal hijrah or some extreme takfeeri  those who would make takfeer recklessly  groups that came out in algeria
